wordform,sum_freq,norm_freq,log_freq,sqrt_freq,Moby_pron,Rep_P,Rep_O
feign,274,0.608888889,0.05,16.55294536,f/eI/n,_/_/f/e/n/_/_/,_/_/f/e/i/g/n/_/
feint,146,0.324444444,0.05,12.08304597,f/eI/nt,_/_/f/e/n/t/_/,_/_/f/e/i/n/t/_/
feints,74,0.164444444,0.05,8.602325267,f/eI/nts,_/_/f/e/n/t/s/,_/_/f/e/i/n/t/s/
fell,38365,85.25555556,0.407790832,100,f/E/l,_/_/f/E/l/_/_/,_/_/f/e/l/l/_/_/
felt,114858,255.24,0.507402981,100,f/E/lt,_/_/f/E/l/t/_/,_/_/f/e/l/t/_/_/
fen,169,0.375555556,0.05,13,f/E/n,_/_/f/E/n/_/_/,_/_/f/e/n/_/_/_/
fence,11412,25.36,0.299334837,100,f/E/ns,_/_/f/E/n/s/_/,_/_/f/e/n/c/e/_/
fend,1317,2.926666667,0.125136467,36.29049462,f/E/nd,_/_/f/E/n/d/_/,_/_/f/e/n/d/_/_/
fern,1040,2.311111111,0.109537114,32.24903099,f/@/rn,_/_/f/^/r/n/_/,_/_/f/e/r/n/_/_/
fess,186,0.413333333,0.05,13.6381817,f/E/s,_/_/f/E/s/_/_/,_/_/f/e/s/s/_/_/
fest,982,2.182222222,0.105904669,31.33687923,f/E/st,_/_/f/E/s/t/_/,_/_/f/e/s/t/_/_/
fetch,2297,5.104444444,0.165503375,47.92702787,f/E/tS/,_/_/f/E/C/_/_/,_/_/f/e/t/c/h/_/
fete,223,0.495555556,0.05,14.93318452,f/eI/t,_/_/f/e/t/_/_/,_/_/f/e/t/e/_/_/
fetes,56,0.124444444,0.05,7.483314774,f/eI/ts,_/_/f/e/t/s/_/,_/_/f/e/t/e/s/_/
feu,158,0.351111111,0.05,12.56980509,f/j/u/,_/_/f/W/_/_/_/,_/_/f/e/u/_/_/_/
feud,1142,2.537777778,0.11559499,33.7934905,f/j/u/d,_/_/f/W/d/_/_/,_/_/f/e/u/d/_/_/
few,226559,503.4644444,0.569375391,100,f/j/u/,_/_/f/W/_/_/_/,_/_/f/e/w/_/_/_/
fez,97,0.215555556,0.05,9.848857802,f/E/z,_/_/f/E/z/_/_/,_/_/f/e/z/_/_/_/
fib,125,0.277777778,0.05,11.18033989,f/I/b,_/_/f/I/b/_/_/,_/_/f/i/b/_/_/_/
fice,26,0.057777778,0.05,5.099019514,f/aI/s,_/_/f/Y/s/_/_/,_/_/f/i/c/e/_/_/
fie,60,0.133333333,0.05,7.745966692,f/aI/,_/_/f/Y/_/_/_/,_/_/f/i/e/_/_/_/
fief,68,0.151111111,0.05,8.246211251,f/i/f,_/_/f/i/f/_/_/,_/_/f/i/e/f/_/_/
field,77199,171.5533333,0.471227877,100,f/i/ld,_/_/f/i/l/d/_/,_/_/f/i/e/l/d/_/
fields,23822,52.93777778,0.364838735,100,f/i/ldz,_/_/f/i/l/d/z/,_/_/f/i/e/l/d/s/
fiend,264,0.586666667,0.05,16.24807681,f/i/nd,_/_/f/i/n/d/_/,_/_/f/i/e/n/d/_/
fierce,5949,13.22,0.242868594,77.12976079,f/i/rs,_/_/f/i/r/s/_/,_/_/f/i/e/r/c/e/
fife,175,0.388888889,0.05,13.22875656,f/aI/f,_/_/f/Y/f/_/_/,_/_/f/i/f/e/_/_/
fifth,15165,33.7,0.324484157,100,f/I/f/T/,_/_/f/I/f/T/_/,_/_/f/i/f/t/h/_/
fig,11479,25.50888889,0.299850134,100,f/I/g,_/_/f/I/g/_/_/,_/_/f/i/g/_/_/_/
fight,49288,109.5288889,0.430476424,100,f/aI/t,_/_/f/Y/t/_/_/,_/_/f/i/g/h/t/_/
filch,30,0.066666667,0.05,5.477225575,f/I/l/tS/,_/_/f/I/l/C/_/,_/_/f/i/l/c/h/_/
file,17897,39.77111111,0.339235143,100,f/aI/l,_/_/f/Y/l/_/_/,_/_/f/i/l/e/_/_/
fill,21593,47.98444444,0.356025847,100,f/I/l,_/_/f/I/l/_/_/,_/_/f/i/l/l/_/_/
film,58208,129.3511111,0.445567805,100,f/I/lm,_/_/f/I/l/m/_/,_/_/f/i/l/m/_/_/
filth,771,1.713333333,0.091321309,27.76688675,f/I/l/T/,_/_/f/I/l/T/_/,_/_/f/i/l/t/h/_/
find,195107,433.5711111,0.555731073,100,f/aI/nd,_/_/f/Y/n/d/_/,_/_/f/i/n/d/_/_/
fine,57483,127.74,0.444429987,100,f/aI/n,_/_/f/Y/n/_/_/,_/_/f/i/n/e/_/_/
fink,91,0.202222222,0.05,9.539392014,f/I/N/k,_/_/f/I/G/k/_/,_/_/f/i/n/k/_/_/
finned,64,0.142222222,0.05,8,f/I/nd,_/_/f/I/n/d/_/,_/_/f/i/n/n/e/d/
fiord,24,0.053333333,0.05,4.898979486,f/j/oU/rd,_/f/j/o/r/d/_/,_/_/f/i/o/r/d/_/
fir,1334,2.964444444,0.12601245,36.52396474,f/@/r,_/_/f/^/r/_/_/,_/_/f/i/r/_/_/_/
fire,66630,148.0666667,0.457842016,100,f/aI/r,_/_/f/Y/r/_/_/,_/_/f/i/r/e/_/_/
firm,40609,90.24222222,0.412932759,100,f/@/rm,_/_/f/^/r/m/_/,_/_/f/i/r/m/_/_/
first,550753,1223.895556,0.65053564,100,f/@/rst,_/_/f/^/r/s/t/,_/_/f/i/r/s/t/_/
fish,48823,108.4955556,0.42961708,100,f/I/S/,_/_/f/I/S/_/_/,_/_/f/i/s/h/_/_/
fist,5781,12.84666667,0.240434565,76.03288762,f/I/st,_/_/f/I/s/t/_/,_/_/f/i/s/t/_/_/
fit,33963,75.47333333,0.396778203,100,f/I/t,_/_/f/I/t/_/_/,_/_/f/i/t/_/_/_/
five,144724,321.6088889,0.528475068,100,f/aI/v,_/_/f/Y/v/_/_/,_/_/f/i/v/e/_/_/
fives,419,0.931111111,0.060207852,20.46948949,f/aI/vz,_/_/f/Y/v/z/_/,_/_/f/i/v/e/s/_/
fix,14915,33.14444444,0.323007559,100,f/I/ks,_/_/f/I/k/s/_/,_/_/f/i/x/_/_/_/
fixed,14308,31.79555556,0.319319963,100,f/I/kst,_/_/f/I/k/s/t/,_/_/f/i/x/e/d/_/
fizz,229,0.508888889,0.05,15.13274595,f/I/z,_/_/f/I/z/_/_/,_/_/f/i/z/z/_/_/
fjord,178,0.395555556,0.05,13.34166406,f/j/oU/rd,_/f/j/o/r/d/_/,_/f/j/o/r/d/_/_/
flab,202,0.448888889,0.05,14.2126704,fl/&/b,_/f/l/@/b/_/_/,_/f/l/a/b/_/_/_/
flack,221,0.491111111,0.05,14.86606875,fl/&/k,_/f/l/@/k/_/_/,_/f/l/a/c/k/_/_/
flag,11115,24.7,0.297015001,100,fl/&/g,_/f/l/@/g/_/_/,_/f/l/a/g/_/_/_/
flail,217,0.482222222,0.05,14.73091986,fl/eI/l,_/f/l/e/l/_/_/,_/f/l/a/i/l/_/_/
flair,1383,3.073333333,0.128491403,37.18870796,fl/@/r,_/f/l/E/r/_/_/,_/f/l/a/i/r/_/_/
flak,684,1.52,0.084558608,26.15339366,fl/&/k,_/f/l/@/k/_/_/,_/f/l/a/k/_/_/_/
flake,795,1.766666667,0.093102154,28.19574436,fl/eI/k,_/f/l/e/k/_/_/,_/f/l/a/k/e/_/_/
flam,25,0.055555556,0.05,5,fl/&/m,_/f/l/@/m/_/_/,_/f/l/a/m/_/_/_/
flame,4930,10.95555556,0.226999692,70.21395873,fl/eI/m,_/f/l/e/m/_/_/,_/f/l/a/m/e/_/_/
flan,200,0.444444444,0.05,14.14213562,fl/&/n,_/f/l/@/n/_/_/,_/f/l/a/n/_/_/_/
flange,253,0.562222222,0.05,15.90597372,fl/&/n/dZ/,_/f/l/@/n/J/_/,_/f/l/a/n/g/e/_/
flank,1851,4.113333333,0.149294848,43.02324953,fl/&/N/k,_/f/l/@/G/k/_/,_/f/l/a/n/k/_/_/
flap,2439,5.42,0.170114464,49.3862329,fl/&/p,_/f/l/@/p/_/_/,_/f/l/a/p/_/_/_/
flaps,1016,2.257777778,0.108051485,31.8747549,fl/&/ps,_/f/l/@/p/s/_/,_/f/l/a/p/s/_/_/
flare,1622,3.604444444,0.139704206,40.27406113,fl/@/r,_/f/l/E/r/_/_/,_/f/l/a/r/e/_/_/
flash,9731,21.62444444,0.285353934,98.64583113,fl/&/S/,_/f/l/@/S/_/_/,_/f/l/a/s/h/_/_/
flask,817,1.815555556,0.094704692,28.58321186,fl/&/sk,_/f/l/@/s/k/_/,_/f/l/a/s/k/_/_/
flat,22132,49.18222222,0.358236018,100,fl/&/t,_/f/l/@/t/_/_/,_/f/l/a/t/_/_/_/
flaunt,399,0.886666667,0.058077651,19.97498436,fl/O/nt,_/f/l/a/n/t/_/,_/f/l/a/u/n/t/_/
flaw,1818,4.04,0.147973264,42.63801121,fl/O/,_/f/l/a/_/_/_/,_/f/l/a/w/_/_/_/
flawed,3303,7.34,0.194051853,57.47173218,fl/O/d,_/f/l/a/d/_/_/,_/f/l/a/w/e/d/_/
flax,358,0.795555556,0.053549257,18.92088793,fl/&/ks,_/f/l/@/k/s/_/,_/f/l/a/x/_/_/_/
flay,231,0.513333333,0.05,15.19868415,fl/eI/,_/f/l/e/_/_/_/,_/f/l/a/y/_/_/_/
flea,1511,3.357777778,0.134666897,38.87158345,fl/i/,_/f/l/i/_/_/_/,_/f/l/e/a/_/_/_/
fleck,311,0.691111111,0.05,17.63519209,fl/E/k,_/f/l/E/k/_/_/,_/f/l/e/c/k/_/_/
fled,7014,15.58666667,0.256953149,83.74962686,fl/E/d,_/f/l/E/d/_/_/,_/f/l/e/d/_/_/_/
fledge,40,0.088888889,0.05,6.32455532,fl/E/dZ/,_/f/l/E/J/_/_/,_/f/l/e/d/g/e/_/
fledged,129,0.286666667,0.05,11.35781669,fl/E/dZ/d,_/f/l/E/J/d/_/,_/f/l/e/d/g/e/d/
flee,2916,6.48,0.184095174,54,fl/i/,_/f/l/i/_/_/_/,_/f/l/e/e/_/_/_/
fleece,867,1.926666667,0.098245692,29.44486373,fl/i/s,_/f/l/i/s/_/_/,_/f/l/e/e/c/e/_/
fleet,6155,13.67777778,0.245767411,78.45380807,fl/i/t,_/f/l/i/t/_/_/,_/f/l/e/e/t/_/_/
flesh,11097,24.66,0.296872497,100,fl/E/S/,_/f/l/E/S/_/_/,_/f/l/e/s/h/_/_/
fleur,160,0.355555556,0.05,12.64911064,fl/@/r,_/f/l/^/r/_/_/,_/f/l/e/u/r/_/_/
flew,10765,23.92222222,0.294203472,100,fl/u/,_/f/l/u/_/_/_/,_/f/l/e/w/_/_/_/
flex,1828,4.062222222,0.148375764,42.75511665,fl/E/ks,_/f/l/E/k/s/_/,_/f/l/e/x/_/_/_/
flexed,797,1.771111111,0.093249005,28.23118843,fl/E/kst,_/f/l/E/k/s/t/,_/f/l/e/x/e/d/_/
flick,1895,4.211111111,0.151027776,43.53159772,fl/I/k,_/f/l/I/k/_/_/,_/f/l/i/c/k/_/_/
flied,211,0.468888889,0.05,14.52583905,fl/aI/d,_/f/l/Y/d/_/_/,_/f/l/i/e/d/_/_/
flight,27010,60.02222222,0.376128994,100,fl/aI/t,_/f/l/Y/t/_/_/,_/f/l/i/g/h/t/_/
flinch,826,1.835555556,0.09535227,28.74021573,fl/I/n/tS/,_/f/l/I/n/C/_/,_/f/l/i/n/c/h/_/
fling,1170,2.6,0.117190089,34.20526275,fl/I/N/,_/f/l/I/G/_/_/,_/f/l/i/n/g/_/_/
flint,486,1.08,0.067002881,22.04540769,fl/I/nt,_/f/l/I/n/t/_/,_/f/l/i/n/t/_/_/
flip,4790,10.64444444,0.224587439,69.20982589,fl/I/p,_/f/l/I/p/_/_/,_/f/l/i/p/_/_/_/
flirt,908,2.017777778,0.101050404,30.13303835,fl/@/rt,_/f/l/^/r/t/_/,_/f/l/i/r/t/_/_/
flit,211,0.468888889,0.05,14.52583905,fl/I/t,_/f/l/I/t/_/_/,_/f/l/i/t/_/_/_/
float,4633,10.29555556,0.221804386,68.0661443,fl/oU/t,_/f/l/o/t/_/_/,_/f/l/o/a/t/_/_/
flock,3673,8.162222222,0.202654062,60.6052803,fl/A/k,_/f/l/a/k/_/_/,_/f/l/o/c/k/_/_/
floe,117,0.26,0.05,10.81665383,fl/oU/,_/f/l/o/_/_/_/,_/f/l/o/e/_/_/_/
flog,97,0.215555556,0.05,9.848857802,fl/A/g,_/f/l/a/g/_/_/,_/f/l/o/g/_/_/_/
flood,8788,19.52888889,0.276461499,93.74433316,fl/@/d,_/f/l/^/d/_/_/,_/f/l/o/o/d/_/_/
floor,64365,143.0333333,0.454699506,100,fl/oU/r,_/f/l/o/r/_/_/,_/f/l/o/o/r/_/_/
flop,1093,2.428888889,0.112734845,33.06055051,fl/A/p,_/f/l/a/p/_/_/,_/f/l/o/p/_/_/_/
floss,401,0.891111111,0.058292917,20.02498439,fl/O/s,_/f/l/a/s/_/_/,_/f/l/o/s/s/_/_/
flounce,37,0.082222222,0.05,6.08276253,fl/AU/ns,_/f/l/A/n/s/_/,_/f/l/o/u/n/c/e/
flour,10883,24.18444444,0.295161045,100,fl/AU/r,_/f/l/A/r/_/_/,_/f/l/o/u/r/_/_/
flout,148,0.328888889,0.05,12.16552506,fl/AU/t,_/f/l/A/t/_/_/,_/f/l/o/u/t/_/_/
flow,21399,47.55333333,0.355217099,100,fl/oU/,_/f/l/o/_/_/_/,_/f/l/o/w/_/_/_/
flown,3495,7.766666667,0.198616504,59.11852502,fl/oU/n,_/f/l/o/n/_/_/,_/f/l/o/w/n/_/_/
flu,5099,11.33111111,0.229829357,71.40728254,fl/u/,_/f/l/u/_/_/_/,_/f/l/u/_/_/_/_/
flub,56,0.124444444,0.05,7.483314774,fl/@/b,_/f/l/^/b/_/_/,_/f/l/u/b/_/_/_/
flue,260,0.577777778,0.05,16.1245155,fl/u/,_/f/l/u/_/_/_/,_/f/l/u/e/_/_/_/
fluff,763,1.695555556,0.090719907,27.62245463,fl/@/f,_/f/l/^/f/_/_/,_/f/l/u/f/f/_/_/
fluke,822,1.826666667,0.095065023,28.67054237,fl/u/k,_/f/l/u/k/_/_/,_/f/l/u/k/e/_/_/
flume,204,0.453333333,0.05,14.28285686,fl/u/m,_/f/l/u/m/_/_/,_/f/l/u/m/e/_/_/
flung,2678,5.951111111,0.177386242,51.74939613,fl/@/N/,_/f/l/^/G/_/_/,_/f/l/u/n/g/_/_/
flunk,147,0.326666667,0.05,12.12435565,fl/@/N/k,_/f/l/^/G/k/_/,_/f/l/u/n/k/_/_/
flush,3362,7.471111111,0.195478926,57.98275606,fl/@/S/,_/f/l/^/S/_/_/,_/f/l/u/s/h/_/_/
flute,1660,3.688888889,0.141366875,40.74309757,fl/u/t,_/f/l/u/t/_/_/,_/f/l/u/t/e/_/_/
flux,1612,3.582222222,0.139261593,40.1497198,fl/@/ks,_/f/l/^/k/s/_/,_/f/l/u/x/_/_/_/
fly,23881,53.06888889,0.365060852,100,fl/aI/,_/f/l/Y/_/_/_/,_/f/l/y/_/_/_/_/
foal,181,0.402222222,0.05,13.45362405,f/oU/l,_/_/f/o/l/_/_/,_/_/f/o/a/l/_/_/
foam,4011,8.913333333,0.209862577,63.33245613,f/oU/m,_/_/f/o/m/_/_/,_/_/f/o/a/m/_/_/
fob,174,0.386666667,0.05,13.19090596,f/A/b,_/_/f/a/b/_/_/,_/_/f/o/b/_/_/_/
foe,1375,3.055555556,0.128091236,37.08099244,f/oU/,_/_/f/o/_/_/_/,_/_/f/o/e/_/_/_/
fog,5868,13.04,0.241703126,76.60287201,f/A/g,_/_/f/a/g/_/_/,_/_/f/o/g/_/_/_/
foil,4110,9.133333333,0.211870708,64.1092817,f/Oi/l,_/_/f/O/l/_/_/,_/_/f/o/i/l/_/_/
foiled,431,0.957777778,0.061462564,20.76053949,f/Oi/ld,_/_/f/O/l/d/_/,_/_/f/o/i/l/e/d/
foist,110,0.244444444,0.05,10.48808848,f/Oi/st,_/_/f/O/s/t/_/,_/_/f/o/i/s/t/_/
fold,5340,11.86666667,0.23371893,73.07530363,f/oU/ld,_/_/f/o/l/d/_/,_/_/f/o/l/d/_/_/
folk,8442,18.76,0.272969089,91.88035699,f/oU/k,_/_/f/o/k/_/_/,_/_/f/o/l/k/_/_/
fond,3418,7.595555556,0.19681315,58.46366393,f/A/nd,_/_/f/a/n/d/_/,_/_/f/o/n/d/_/_/
fondue,375,0.833333333,0.055454159,19.36491673,f/A/nd/ju/,_/_/f/a/n/d/j/,_/_/f/o/n/d/u/e/
font,713,1.584444444,0.086868833,26.70205985,f/A/nt,_/_/f/a/n/t/_/,_/_/f/o/n/t/_/_/
food,109507,243.3488889,0.503055706,100,f/u/d,_/_/f/u/d/_/_/,_/_/f/o/o/d/_/_/
fool,8327,18.50444444,0.271778159,91.25239723,f/u/l,_/_/f/u/l/_/_/,_/_/f/o/o/l/_/_/
foot,32490,72.2,0.392775907,100,f/U/t,_/_/f/U/t/_/_/,_/_/f/o/o/t/_/_/
fop,86,0.191111111,0.05,9.273618495,f/A/p,_/_/f/a/p/_/_/,_/_/f/o/p/_/_/_/
for,3804080,8453.511111,0.827276257,100,f/O/r,_/_/f/o/r/_/_/,_/_/f/o/r/_/_/_/
force,80565,179.0333333,0.475110231,100,f/oU/rs,_/_/f/o/r/s/_/,_/_/f/o/r/c/e/_/
forced,33145,73.65555556,0.394577262,100,f/oU/rst,_/_/f/o/r/s/t/,_/_/f/o/r/c/e/d/
fore,1388,3.084444444,0.128740622,37.25587202,f/oU/r,_/_/f/o/r/_/_/,_/_/f/o/r/e/_/_/
forge,2203,4.895555556,0.162317916,46.93612681,f/oU/r/dZ/,_/_/f/o/r/J/_/,_/_/f/o/r/g/e/_/
fork,7232,16.07111111,0.259586948,85.0411665,f/O/rk,_/_/f/o/r/k/_/,_/_/f/o/r/k/_/_/
forked,556,1.235555556,0.073601168,23.57965225,f/O/rkt,_/_/f/o/r/k/t/,_/_/f/o/r/k/e/d/
form,80049,177.8866667,0.474525663,100,f/O/rm,_/_/f/o/r/m/_/,_/_/f/o/r/m/_/_/
forme,81,0.18,0.05,9,f/O/rm,_/_/f/o/r/m/_/,_/_/f/o/r/m/e/_/
fort,3022,6.715555556,0.186931824,54.97272051,f/oU/rt,_/_/f/o/r/t/_/,_/_/f/o/r/t/_/_/
forth,21844,48.54222222,0.35706172,100,f/oU/r/T/,_/_/f/o/r/T/_/,_/_/f/o/r/t/h/_/
fosse,35,0.077777778,0.05,5.916079783,f/A/s,_/_/f/a/s/_/_/,_/_/f/o/s/s/e/_/
fought,14808,32.90666667,0.322368219,100,f/O/t,_/_/f/a/t/_/_/,_/_/f/o/u/g/h/t/
foul,4009,8.908888889,0.209821551,63.31666447,f/AU/l,_/_/f/A/l/_/_/,_/_/f/o/u/l/_/_/
fouls,445,0.988888889,0.062904973,21.09502311,f/AU/lz,_/_/f/A/l/z/_/,_/_/f/o/u/l/s/_/
found,213348,474.1066667,0.563889951,100,f/AU/nd,_/_/f/A/n/d/_/,_/_/f/o/u/n/d/_/
fount,121,0.268888889,0.05,11,f/AU/nt,_/_/f/A/n/t/_/,_/_/f/o/u/n/t/_/
four,172595,383.5444444,0.544542069,100,f/oU/r,_/_/f/o/r/_/_/,_/_/f/o/u/r/_/_/
fourth,26718,59.37333333,0.375150933,100,f/oU/r/T/,_/_/f/o/r/T/_/,_/_/f/o/u/r/t/h/
fowl,552,1.226666667,0.073236674,23.49468025,f/AU/l,_/_/f/A/l/_/_/,_/_/f/o/w/l/_/_/
fox,4009,8.908888889,0.209821551,63.31666447,f/A/ks,_/_/f/a/k/s/_/,_/_/f/o/x/_/_/_/
frag,21,0.046666667,0.05,4.582575695,fr/&/g,_/f/r/@/g/_/_/,_/f/r/a/g/_/_/_/
frail,1985,4.411111111,0.154473338,44.55333882,fr/eI/l,_/f/r/e/l/_/_/,_/f/r/a/i/l/_/_/
frame,20811,46.24666667,0.352721238,100,fr/eI/m,_/f/r/e/m/_/_/,_/f/r/a/m/e/_/_/
frank,2411,5.357777778,0.169223443,49.10193479,fr/A/nk,_/f/r/a/n/k/_/,_/f/r/a/n/k/_/_/
frat,483,1.073333333,0.06670918,21.97726098,fr/&/t,_/f/r/@/t/_/_/,_/f/r/a/t/_/_/_/
fraud,9156,20.34666667,0.280035248,95.68698971,fr/O/d,_/f/r/a/d/_/_/,_/f/r/a/u/d/_/_/
fraught,1254,2.786666667,0.121815016,35.41186242,fr/O/t,_/f/r/a/t/_/_/,_/f/r/a/u/g/h/t/
fray,1506,3.346666667,0.13443333,38.80721582,fr/eI/,_/f/r/e/_/_/_/,_/f/r/a/y/_/_/_/
freak,2665,5.922222222,0.177005225,51.623638,fr/i/k,_/f/r/i/k/_/_/,_/f/r/e/a/k/_/_/
freaked,808,1.795555556,0.094052497,28.42534081,fr/i/kt,_/f/r/i/k/t/_/,_/f/r/e/a/k/e/d/
free,101288,225.0844444,0.49594814,100,fr/i/,_/f/r/i/_/_/_/,_/f/r/e/e/_/_/_/
freer,917,2.037777778,0.10165473,30.28200786,fr/i/r,_/f/r/i/r/_/_/,_/f/r/e/e/r/_/_/
freeze,6548,14.55111111,0.251055185,80.9197133,fr/i/z,_/f/r/i/z/_/_/,_/f/r/e/e/z/e/_/
freight,2132,4.737777778,0.15983614,46.17358552,fr/eI/t,_/f/r/e/t/_/_/,_/f/r/e/i/g/h/t/
french,42639,94.75333333,0.417347759,100,fr/E/n/tS/,_/f/r/E/n/C/_/,_/f/r/e/n/c/h/_/
fresh,42854,95.23111111,0.417803119,100,fr/E/S/,_/f/r/E/S/_/_/,_/f/r/e/s/h/_/_/
fret,767,1.704444444,0.091021102,27.69476485,fr/E/t,_/f/r/E/t/_/_/,_/f/r/e/t/_/_/_/
fridge,2197,4.882222222,0.162110773,46.87216658,fr/I/dZ/,_/f/r/I/J/_/_/,_/f/r/i/d/g/e/_/
fried,5676,12.61333333,0.238879742,75.33923281,fr/aI/d,_/f/r/Y/d/_/_/,_/f/r/i/e/d/_/_/
friend,71975,159.9444444,0.464856,100,fr/E/nd,_/f/r/E/n/d/_/,_/f/r/i/e/n/d/_/
fries,2858,6.351111111,0.182504992,53.46026562,fr/aI/z,_/f/r/Y/z/_/_/,_/f/r/i/e/s/_/_/
frieze,342,0.76,0.051719436,18.49324201,fr/i/z,_/f/r/i/z/_/_/,_/f/r/i/e/z/e/_/
fright,1079,2.397777778,0.111900964,32.84813541,fr/aI/t,_/f/r/Y/t/_/_/,_/f/r/i/g/h/t/_/
frill,105,0.233333333,0.05,10.24695077,fr/I/l,_/f/r/I/l/_/_/,_/f/r/i/l/l/_/_/
fringe,2905,6.455555556,0.183795704,53.89805191,fr/I/n/dZ/,_/f/r/I/n/J/_/,_/f/r/i/n/g/e/_/
frisk,105,0.233333333,0.05,10.24695077,fr/I/sk,_/f/r/I/s/k/_/,_/f/r/i/s/k/_/_/
frizz,199,0.442222222,0.05,14.10673598,fr/I/z,_/f/r/I/z/_/_/,_/f/r/i/z/z/_/_/
fro,573,1.273333333,0.075134271,23.93741841,fr/oU/,_/f/r/o/_/_/_/,_/f/r/o/_/_/_/_/
frock,422,0.937777778,0.060523147,20.54263858,fr/A/k,_/f/r/a/k/_/_/,_/f/r/o/c/k/_/_/
frog,2975,6.611111111,0.185684905,54.54356057,fr/A/g,_/f/r/a/g/_/_/,_/f/r/o/g/_/_/_/
from,1884593,4187.984444,0.763029549,100,fr/@/m,_/f/r/^/m/_/_/,_/f/r/o/m/_/_/_/
frond,82,0.182222222,0.05,9.055385138,fr/A/nd,_/f/r/a/n/d/_/,_/f/r/o/n/d/_/_/
front,108018,240.04,0.501808342,100,fr/@/nt,_/f/r/^/n/t/_/,_/f/r/o/n/t/_/_/
frosh,29,0.064444444,0.05,5.385164807,fr/A/S/,_/f/r/a/S/_/_/,_/f/r/o/s/h/_/_/
frost,1908,4.24,0.151533558,43.68065934,fr/O/st,_/f/r/a/s/t/_/,_/f/r/o/s/t/_/_/
froth,440,0.977777778,0.062392433,20.97617696,fr/O/T/,_/f/r/a/T/_/_/,_/f/r/o/t/h/_/_/
frown,1753,3.895555556,0.145312947,41.86884283,fr/AU/n,_/f/r/A/n/_/_/,_/f/r/o/w/n/_/_/
froze,2669,5.931111111,0.17712263,51.66236541,fr/oU/z,_/f/r/o/z/_/_/,_/f/r/o/z/e/_/_/
fruit,18651,41.44666667,0.342919787,100,fr/u/t,_/f/r/u/t/_/_/,_/f/r/u/i/t/_/_/
frump,18,0.04,0.05,4.242640687,fr/@/mp,_/f/r/^/m/p/_/,_/f/r/u/m/p/_/_/
fry,1893,4.206666667,0.150949715,43.50861984,fr/aI/,_/f/r/Y/_/_/_/,_/f/r/y/_/_/_/_/
fuck,7999,17.77555556,0.268293694,89.43712876,f/@/k,_/_/f/^/k/_/_/,_/_/f/u/c/k/_/_/
fudge,1000,2.222222222,0.107047491,31.6227766,f/@/dZ/,_/_/f/^/J/_/_/,_/_/f/u/d/g/e/_/
fugue,266,0.591111111,0.05,16.30950643,f/j/u/g,_/_/f/W/g/_/_/,_/_/f/u/g/u/e/_/
full,90797,201.7711111,0.48599143,100,f/U/l,_/_/f/U/l/_/_/,_/_/f/u/l/l/_/_/
fume,142,0.315555556,0.05,11.91637529,f/j/u/m,_/_/f/W/m/_/_/,_/_/f/u/m/e/_/_/
fumed,423,0.94,0.060628004,20.5669638,f/j/u/md,_/_/f/W/m/d/_/,_/_/f/u/m/e/d/_/
fun,42714,94.92,0.417506863,100,f/@/n,_/_/f/^/n/_/_/,_/_/f/u/n/_/_/_/
fund,32822,72.93777778,0.393693393,100,f/@/nd,_/_/f/^/n/d/_/,_/_/f/u/n/d/_/_/
funk,1222,2.715555556,0.120080595,34.95711659,f/@/N/k,_/_/f/^/G/k/_/,_/_/f/u/n/k/_/_/
fur,5743,12.76222222,0.239874914,75.78258375,f/@/r,_/_/f/^/r/_/_/,_/_/f/u/r/_/_/_/
furl,19,0.042222222,0.05,4.358898944,f/@/rl,_/_/f/^/r/l/_/,_/_/f/u/r/l/_/_/
furred,149,0.331111111,0.05,12.20655562,f/@/rd,_/_/f/^/r/d/_/,_/_/f/u/r/r/e/d/
fuse,1361,3.024444444,0.127386705,36.89173349,f/j/u/z,_/_/f/W/z/_/_/,_/_/f/u/s/e/_/_/
fuss,2235,4.966666667,0.163414825,47.27578661,f/@/s,_/_/f/^/s/_/_/,_/_/f/u/s/s/_/_/
fuzz,470,1.044444444,0.065425463,21.67948339,f/@/z,_/_/f/^/z/_/_/,_/_/f/u/z/z/_/_/
gab,167,0.371111111,0.05,12.92284798,g/&/b,_/_/g/@/b/_/_/,_/_/g/a/b/_/_/_/
gad,36,0.08,0.05,6,g/&/d,_/_/g/@/d/_/_/,_/_/g/a/d/_/_/_/
gaff,135,0.3,0.05,11.61895004,g/&/f,_/_/g/@/f/_/_/,_/_/g/a/f/f/_/_/
gaffe,274,0.608888889,0.05,16.55294536,g/&/f,_/_/g/@/f/_/_/,_/_/g/a/f/f/e/_/
gag,1369,3.042222222,0.127789958,37,g/&/g,_/_/g/@/g/_/_/,_/_/g/a/g/_/_/_/
gain,22411,49.80222222,0.359359424,100,g/eI/n,_/_/g/e/n/_/_/,_/_/g/a/i/n/_/_/
gait,1673,3.717777778,0.141928816,40.90232267,g/eI/t,_/_/g/e/t/_/_/,_/_/g/a/i/t/_/_/
gal,1560,3.466666667,0.136924837,39.49683532,g/&/l,_/_/g/@/l/_/_/,_/_/g/a/l/_/_/_/
gale,617,1.371111111,0.078986967,24.8394847,g/eI/l,_/_/g/e/l/_/_/,_/_/g/a/l/e/_/_/
gall,1018,2.262222222,0.108176213,31.90611227,g/O/l,_/_/g/a/l/_/_/,_/_/g/a/l/l/_/_/
