t/AU/n,['town']
f/AU/st,['faust']
fl/@/rt,['flirt']
dr/&/k,['drack']
/oU/tmArn,['haute-marne']
kanthelp,"[""can't_help""]"
dr/&/b,['drab']
br/oU/,['breaux']
dr/&/g,['drag']
/A/rnt,"['arndt', ""aren't""]"
dr/&/t,['drat']
lArb/oU/,['larbaud']
/&/mp,['amp']
p/i/kt,['peaked']
g/@/l/tS/,['gulch']
ad/@/rzmou/T/,"[""adder's-mouth""]"
dr/I/ft,['drift']
/E/n/T/,['nth']
/j/A/rd,['yard']
d/u/,"['do', 'doux', 'due', 'dew', 'doubs', 'du']"
p/j/u/,"['pew', 'piu', 'piau']"
/tS/I/t,"['chit', 'cit']"
/tS/I/p,['chip']
/&/S/,"['ash', 'asch']"
b/E/S/,['beche']
/tS/I/n,['chin']
/tS/I/l,['chill']
/tS/I/k,['chick']
r/@/n,['run']
r/@/m,"['rhumb', 'rum']"
r/@/k,['ruck']
r/@/g,['rug']
r/@/f,"['rough', 'ruff']"
r/@/d,['rudd']
r/@/b,['rub']
lYrSA,['lurcat']
r/@/t,['rut']
r/@/s,['russ']
r/@/r,['rare']
str/&/T/,['strath']
str/I/N/,['string']
b/I/sk,"['bisk', 'bisque']"
f/u/,"['fou', 'foo']"
khv/A/r,['hvar']
g/@/f,['guff']
r/E/ft,['reft']
k/&/skt,['casqued']
t/O/nt,['taunt']
kwAf/y/r,['coiffeur']
tr/eI/ps,['traipse']
s/aI/k,"['cyc', 'cyke', 'sike', 'syke', 'psych']"
l/oU/r,['lore']
l/oU/t,['lote']
s/aI/n,"['sine', 'syne', 'sign']"
s/aI/m,['cyme']
gw/A/m,['guam']
gw/A/l,['gwawl']
l/oU/z,['lowes']
gw/A/n,['guan']
s/aI/d,['side']
s/aI/z,['size']
l/oU/b,"['lobe', 'loeb']"
l/oU/d,"['load', 'lode']"
l/oU/f,['loaf']
sw/&/m,['swam']
s/aI/s,"['saice', 'sice', 'syce']"
s/aI/r,['sire']
s/aI/p,['sipe']
sw/&/g,['swag']
l/oU/n,"['loan', 'lone']"
s/aI/t,"['cite', 'sight', 'site']"
l/@/rd,"['laird', 'layard']"
b/A/rt,"['bart', 'barth']"
/aI/dz,['ides']
l/@/rn,['learn']
l/@/rk,['lurk']
b/A/rd,"['barred', 'barde', 'bard']"
p/j/A/,['pya']
fr/i/kt,['freaked']
b/A/rb,"['barb', 'barbe']"
b/A/rm,['barm']
b/A/rn,['barn']
b/A/rk,"['barque', 'bourque', 'bark']"
r/I/ns,['rinse']
sn/@/r,['snare']
sn/@/k,['snuck']
sn/@/b,['snub']
sn/@/g,['snug']
sn/@/f,['snuff']
s/I/lt,['silt']
/S/i/,"['she', 'shea']"
k/@/lt,['cult']
s/I/lf,['sylph']
k/@/lm,['culm']
st/A/N/k,['stonk']
/S/r/i/,['sri']
s/I/lk,['silk']
br/&/N/ks,['branks']
sk/AU/l,['scowl']
/dZ/A/d,['jad']
/dZ/A/b,['job']
/dZ/A/n,"['john', 'jon']"
/dZ/A/k,"['jauk', 'jock']"
r/i/,"['re', 'rhee']"
/dZ/A/t,"['jat', 'jot']"
/dZ/A/s,['joss']
/dZ/A/r,['jar']
sk/AU/t,['scout']
sk/AU/r,['scour']
sp/A/ts,['spaatz']
b/U/rs,['bourse']
b/U/rg,['bourg']
l/&/N/k,['lank']
/D/&/t,['that']
l/&/N/d,['langued']
v/aI/l,"['weyl', 'vile']"
v/aI/n,['vine']
d/I/nt,['dint']
b/E/n/tS/,['bench']
b/oU/z,"['beaus', 'beaux']"
b/oU/r,"['boar', 'bore', 'boer', 'bohr']"
b/oU/s,['bose']
b/oU/t,['boat']
v/O/nt,['vaunt']
b/oU/n,"['beaune', 'bon', 'bone']"
b/@/N/k,['bunk']
b/oU/l,"['bole', 'bowl', 'boll']"
b/oU/g,['bogue']
b/oU/d,"['boud', 'bode', 'bowed']"
sn/A/rl,['snarl']
sn/A/rf,"['snarf', 'whew']"
b/@/nt,['bunt']
sk/O/rn,['scorn']
b/@/nd,['bund']
n/I/p,['nip']
sw/I/N/,['swing']
g/O/ts,['ghats']
n/I/t,"['knit', 'nit']"
sk/E/nt,['pschent']
n/I/g,['nig']
n/I/k,['nick']
/dZ/O/p,"['jawp', 'jaup']"
/dZ/O/s,['jos']
n/I/m,['nim']
t/A/p,['top']
t/A/r,"['thar', 'tahr', 'tar']"
t/A/s,['toss']
t/A/t,['tot']
g/u/ld,['gould']
t/A/d,"['tod', 'todd']"
t/A/f,['toff']
t/A/g,['tog']
t/A/m,['tom']
gl/I/f,"['gliff', 'glyph']"
sk/eI/t,['skate']
m/A/r,"['mar', 'maar']"
gl/I/b,['glib']
b/A/,"['ba', 'bah']"
gl/I/n,['glyn']
sm/oU/lt,['smolt']
gl/I/m,['glim']
/j/&/m,['yam']
/j/&/p,"['yap', 'yapp']"
sk/eI/l,['scale']
sk/eI/n,['skein']
t/O/msk,['tomsk']
tw/E/lv,['twelve']
/S/r/AU/d,['shroud']
/tS/&/nt,['chant']
/tS/&/ns,['chance']
lAVWAz/j/eI/,['lavoisier']
/T/@/rs,['thyrse']
skr/i/tS/,['screech']
/T/@/rm,"['therme', 'therm', 'thurm']"
/T/@/rd,['third']
h/I/n/dZ/,['hinge']
t/U/k,"['tooke', 'took']"
f/oU/r/dZ/,['forge']
k/O/rd,"['cord', 'chord']"
/A/N/kst,['angst']
sl/@/S/,['slush']
l/A/dZ/,['lodge']
k/&/d,['cad']
k/&/f,"['caff', 'calf']"
pr/i/N/k,['prink']
k/&/b,"['cab', 'kab']"
k/&/l,['cal']
k/&/m,"['cam', 'cham']"
k/&/n,"['can', 'cannes']"
k/&/k,['cack']
k/&/t,"['catt', 'cat']"
k/&/v,['calve']
k/&/p,['cap']
f/O/lz,['falls']
f/O/lt,['fault']
f/O/ls,['false']
w/E/lkt,['whelked']
/eI/dz,['aids']
kw/&/g,['quag']
tw/i/t,['tweet']
w/u/m,['womb']
w/u/f,['woof']
tw/i/z,['tweeze']
tw/i/d,['tweed']
sm/@/rk,['smirk']
kr/A/t/tS/t,['crotched']
tw/i/k,['tweak']
k/eI/n,"['cane', 'kane', 'kayne', 'kain', 'caine', 'cain']"
k/eI/m,"['came', 'kame']"
k/eI/l,"['kail', 'kale', 'cahill']"
k/eI/k,['cake']
gr/AU/t,['grout']
/Oi/k,['oik']
k/eI/f,['kef']
k/eI/d,['cade']
k/eI/b,['cabe']
/Oi/l,['oil']
k/eI/z,['kayes']
g/A/S/,['gosh']
k/eI/v,['cave']
k/eI/t,"['cate', 'kate']"
k/eI/s,['case']
gr/AU/l,['growl']
k/eI/p,"['cape', 'keap']"
l/&/k,"['lakh', 'lack']"
l/&/m,"['lamb', 'lam']"
l/&/l,['lall']
l/&/b,['lab']
l/&/g,['lag']
l/&/f,['laugh']
f/eI/nts,"['feints', 'faints']"
l/&/s,['lass']
l/&/p,"['lapp', 'lap']"
/@/,"[""o'""]"
p/u/d,['pood']
p/u/f,['pouf']
k/E/nt,['kent']
p/u/l,"['pul', 'pool']"
p/u/n,['poon']
p/u/p,['poop']
p/u/r,['puir']
kl/i/vz,['cleves']
f/eI/s,['face']
f/eI/t,"['fete', 'fate']"
str/I/kt,['strict']
f/eI/z,"['faze', 'phase']"
str/I/ks,['strix']
f/eI/d,['fade']
f/eI/k,['fake']
f/eI/l,['fail']
f/eI/m,"['fame', 'fayme']"
f/eI/n,"['foehn', 'fain', 'fane', 'feign', 'fohn']"
/dZ/I/lt,['jilt']
h/E/dZ/,['hedge']
k/A/ft,['coft']
sp/I/l/T/,['spilth']
tw/I/N/k,['twink']
dWAn,['douanes']
f/@/z,['fuzz']
h/aI/,"['high', 'hi', 'hy', 'hie']"
m/&/N/ks,['manx']
f/@/s,['fuss']
f/@/r,"['fir', 'fer', 'fare', 'fur', 'fair']"
f/@/k,['fuck']
f/@/n,['fun']
f/@/b,['fub']
f/@/g,['fug']
br/E/T/,['breath']
sw/eI/,['sway']
s/j/u/d,['pseud']
d/aI/,"['die', 'di', 'dye']"
h/O/rn,['horn']
h/O/rs,['horse']
dYkA,['dukas']
p/A/t,"['pot', 'pott']"
sk/A/ts,['scots']
p/@/r/T/,['perth']
k/O/,['caw']
p/A/r,"['par', 'parr']"
n/aI/s,"['gneiss', 'nice']"
s/oU/rd,['sword']
st/eI/t,['state']
st/eI/v,['stave']
p/A/d,['pod']
n/aI/f,['knife']
p/A/g,['pogge']
st/eI/l,['stale']
st/eI/n,"['stain', 'stane', 'steen']"
n/aI/l,['nile']
p/A/m,['palm']
n/aI/n,['nine']
n/i/m,['nimes']
d/i/mz,['deems']
p/A/k,['pock']
v/i/,"['vee', 'v']"
l/E/gd,['legged']
m/aI/,['my']
sAr,['sarre']
d/&/b,['dab']
d/&/g,['dag']
d/&/f,['daff']
d/&/d,['dad']
d/&/n,"['dann', 'dan']"
d/&/m,"['dam', 'damn']"
d/&/p,['dap']
spr/I/n/dZ/,['springe']
m/j/U/r,"['muir', 'mure']"
br/O/T/,['broth']
kl/I/nt,['clint']
bl/I/n,['blin']
bl/I/p,['blip']
bl/I/s,['bliss']
p/I/t,"['pit', 'pitt']"
sn/&/T/,['snath']
p/I/p,['pip']
p/I/s,['piss']
p/I/l,['pill']
p/I/m,['pym']
p/I/n,['pin']
p/I/k,"['pic', 'pick']"
gl/I/t/S/,['glitch']
p/I/g,"['pig', 'pigg']"
tr/oU/S/,['troche']
br/E/st,"['brest', 'breast']"
f/aI/st,['feist']
m/eI/n/dZ/,['mange']
str/eI/n,['strain']
str/eI/k,['strake']
str/eI/f,['strafe']
st/u/p,"['stoop', 'stoup', 'stupe']"
st/u/l,['stool']
/dZ/oU/,"['jo', 'chou', 'joe']"
st/u/k,['stook']
st/u/d,['stewed']
str/eI/t,"['straight', 'strait']"
kr/u/tS/,['krutch']
/E/dZ/,['edge']
tr/u/p,"['troupe', 'troop', 'throop']"
tr/u/s,['truce']
sm/@/t,['smut']
tr/u/z,['trews']
/eI/tWAl,['etoile']
f/i/rs,['fierce']
r/@/mbl,['rumble']
h/A/n,"['hahn', 'han']"
h/A/k,"['hough', 'hock']"
h/A/d,['hod']
h/A/f,['haaf']
h/A/g,['hogg']
h/A/b,['hob']
h/O/ms,['homs']
h/A/t,['hot']
br/A/N/k,['bronc']
h/A/p,['hop']
h/A/r,['haar']
sk/A/rt,['scart']
mA/j/O/l,['maillol']
mA/j/O/t,['mayotte']
d/O/,['daw']
s/y/rA,['seurat']
/dZ/Oi/nt,['joint']
h/I/d,['hid']
mAlr/oU/,['malraux']
h/I/l,['hill']
h/I/m,"['hymn', 'him']"
h/I/n,['hin']
s/O/lt,['salt']
h/I/k,['hick']
h/I/t,['hit']
s/O/lk,['salk']
f/eI/ts,['fetes']
h/I/p,['hip']
h/I/s,['hiss']
h/I/z,['his']
r/A/N/k,['rank']
/tS/A/nk/j/,['chancay']
kr/u/,"['crew', 'cru']"
r/&/lf,['ralph']
/S/aI/d,['shied']
/dZ/aI/v,"['jive', 'gyve']"
/S/aI/n,"['shine', 'schein']"
/dZ/aI/r,['gyre']
/S/aI/t,['scheidt']
/S/aI/v,['shive']
sw/u/p,['swoop']
sw/u/s,['swoose']
/S/aI/r,['shire']
k/A/N/ks,['conchs']
sk/eI/D/,['scathe']
sw/A/D/,['swathe']
gr/E/g,"['greg', 'gregg']"
fr/AU/ns,['frounce']
sk/E/lp,"['scelp', 'skelp']"
fl/aI/d,['flied']
Ab/eI/lAr,['abailard']
fl/aI/t,"['flite', 'flight', 'fluyt', 'flyte']"
sl/E/dZ/,['sledge']
kl/oU/,['clos']
m/u/tArd,['moutarde']
b/I/n,"['bin', 'been']"
b/I/l,['bill']
b/I/m,['bim']
p/oU/p,['pope']
h/AU/nd,['hound']
frAg/O/nAr,['fragonard']
b/I/f,['biff']
m/i/T/,['meath']
b/I/d,['bid']
b/I/b,"['bibb', 'bib']"
p/oU/z,['pose']
b/O/nfWA,['bonne_foi']
b/I/z,['biz']
p/oU/l,"['pole', 'poll']"
p/oU/m,['pome']
b/I/t,"['bit', 'bitt']"
b/I/s,['bis']
p/oU/k,"['poke', 'polk']"
tw/A/l,['toile']
h/oU/mz,['holmes']
br/E/nt,['brent']
k/j/U/r,['cure']
st/A/k,['stock']
v/eI/g,['vague']
st/A/b,['stob']
v/eI/l,"['vail', 'veil', 'vale']"
v/eI/n,"['vain', 'vane', 'vein']"
s/@/lk,['sulk']
v/eI/s,['vase']
st/A/r,['star']
sk/I/ts,['schiz']
st/A/p,['stop']
st/A/rt,['start']
st/&/N/,['stang']
s/&/N/,['sang']
tr/AU/t,['trout']
b/@/lb,['bulb']
t/i/rst,['tierced']
b/@/lk,['bulk']
l/u/,"['loe', 'lou', 'loo', 'lu', 'lieu', 'lew']"
kr/&/ps,['craps']
kr/&/m,['cram']
k/u/,"['coup', 'coo', 'koo']"
smr/E/k,['smrek']
fr/i/k,['freak']
pl/@/n/dZ/,['plunge']
fr/i/d,['fried']
/E/ls,['else']
/E/lm,['elm']
fr/i/z,"['frieze', 'freeze']"
kl/O/T/,['cloth']
sm/A/lt,['smalt']
b/A/S/,"['boche', 'bosch', 'bosh']"
/E/ld,['eld']
fr/i/r,['freer']
pr/@/nt,['prunt']
/S/A/N/,['shang']
kr/E/m,['creme']
b/U/S/,"['busch', 'bush']"
sm/I/T/,['smith']
n/E/dZ/d,['nejd']
kr/E/s,['cress']
houndzt/u/T/,"[""hound's-tooth""]"
sm/@/t/S/,['smutch']
kl/oU/z,"['close/n', 'close/v', 'clothes']"
s/A/t,['sot']
st/eI/dZ/d,['staged']
s/A/p,['sop']
kl/oU/s,"['close', 'close/aj']"
kl/oU/v,['clove']
s/A/f,['soph']
s/A/d,"['saad', 'sade', 'sod']"
kl/oU/n,['clone']
s/A/b,['sob']
kl/oU/m,['clomb']
s/A/n,['san']
s/A/m,['psalm']
s/A/l,['sol']
s/A/k,['sock']
kl/oU/d,['claude']
l/I/nd,['lind']
k/E/lp,['kelp']
st/eI/vz,['staves']
k/E/lt,"['celt', 'kelt']"
l/I/nt,['lint']
d/@/mps,['dumps']
kr/@/tS/t,['crutched']
l/@/v/j/n,['levine']
gl/I/sk,['glisk']
fr/A/NbWAZ,['framboise']
b/O/rd,['bord']
v/@/rd,['verde']
sl/i/kt,['sleeked']
/@/rs,"['erse', 'ers']"
b/O/rn,['born']
f/E/lt,"['felt', 'veldt']"
/@/rp,['earp']
/@/rt,['airt']
/@/rk,"['irk', 'erk']"
b/O/rt,"['bort', 'boart']"
b/O/rs,['bors']
/@/rn,"['erne', 'urn', 'earn']"
k/A/dz,['cods']
/@/rl,"['earl', 'irl']"
/@/rb,['herb']
/S/O/rl,['schorl']
dr/E/gz,['dregs']
v/@/rn,"['verne', 'vern']"
/S/O/rt,['short']
lw/i/,['louys']
gw/E/n,['gwen']
/dZ/I/p,"['gip', 'gyp']"
d/Oi/tS/,['deutsch']
gr/eI/n/dZ/,['grange']
v/I/k,"['vic', 'vick']"
h/I/st,['hist']
v/I/l,['vill']
v/I/m,['vim']
gr/i/k,['greek']
m/I/dZ/,['midge']
h/A/rts,['herts']
v/I/t,['witt']
tr/E/s,"['tres', 'tress']"
sk/AU/,['scow']
g/O/r/dZ/d,['gorged']
/dZ/I/b,['jib']
h/U/vz,['hooves']
kl/&/pt,['clapt']
g/i/skAr,['guiscard']
/S/Ar/i/,['chari']
m/@/rk,"['murk', 'mirk']"
/j/aI/p,['yipe']
m/@/rl,['merle']
pr/i/tS/,['preach']
m/i/nz,['means']
gr/i/r,['greer']
b/@/z,['buzz']
dAv/u/,['davout']
g/A/rt,['gart']
g/A/rn,['garn']
tr/E/k,['trek']
g/A/rm,['garm']
g/A/rb,['garb']
g/A/rd,['guard']
h/@/N/k,['hunk']
tr/eI/lz,['tralles']
br/i/D/,['breathe']
b/@/l,['beall']
plA/Z/,"['plage', 'plages']"
p/i/nAr,['pinard']
t/E/t,['teth']
/D/I/s,['this']
t/E/s,['tess']
f/O/rkt,['forked']
t/E/d,['ted']
t/E/f,['teff']
t/E/l,['tell']
t/E/n,['ten']
t/E/k,['tech']
tw/I/nd,['twinned']
tr/A/n/S/,['tranche']
skw/A/b,['squab']
g/u/ldz,['goulds']
dr/aI/,['dry']
skw/A/t,['squat']
fl/E/dZ/,['fledge']
gl/E/n,"['glen', 'glenn']"
gl/E/g,['gleg']
gl/E/d,['gled']
tr/E/b?l,['treble']
bl/oU/,['blow']
st/aI/p,['stipe']
Af/O/N,['a_fond']
st/aI/l,"['stijl', 'stile', 'style']"
st/aI/m,['stime']
st/aI/n,['stein']
k/A/A/,"[""cha'ah""]"
t/@/sk,['tusk']
d/A/,['dah']
/S/@/rt,['shirt']
r/&/nd,['rand']
n/I/tS/,['niche']
/dZ/eI/mz,['james']
b/A/sZAlp,['basses-alpes']
/tS/aI/v,['chive']
r/&/nt,['rant']
snt,['sleipnir']
/tS/aI/m,"['chime', 'chimb']"
h/E/mp,['hemp']
r/&/ns,['rance']
/tS/aI/d,['chide']
r/AU/,['row']
/i/D/,['eath']
n/@/ts,['nuts']
p/&/kt,['pact']
p/&/ks,['pax']
l/Oi/s,['loyce']
sk/j/u/t,['scute']
l/oU/Z/,['loge']
/j/A/N/ks,['yonks']
dr/I/b,['drib']
l/Oi/n,['loin']
l/Oi/k,['luik']
b/E/rg,['berg']
b/&/T/,['bath']
h/@/rdzgras,"[""herd's-grass""]"
gr/aI/nd,['grind']
/S/j/A/,['hsia']
b/&/D/z,['baths']
b/u/ts,['boots']
mAlgr/eI/,['malgre']
skw/O/l,['squall']
skw/O/k,['squawk']
b/Oi/ld,['boiled']
/E/nd,['end']
b/I/n/dZ/,['binge']
s/@/p,['sup']
f/E/ns,['fence']
/E/nz,['ens']
spl/I/t,['split']
skr/u/,['screw']
s/@/m,"['sum', 'some']"
spl/I/f,['spliff']
br/oU/z,['brose']
dr/&/ft,"['draught', 'draft']"
n/j/O/rd,['njord']
br/oU/k,['broke']
br/oU/m,['brome']
s/&/mp,['samp']
br/oU/g,['brogue']
p/aI/aI/d,['pie-eyed']
dr/E/d,['dread']
dr/E/g,['dreg']
n/&/S/,['gnash']
dr/E/k,"['drek', 'dreck']"
p/oU/st,['post']
dr/E/s,['dress']
g/oU/z,['goes']
sl/aI/aI/d,['sly-eyed']
d/@/T/,['doth']
sk/j/u/,['skew']
d/A/dz,['dodds']
kr/&/n,['cran']
/T/I/N/,['thing']
kr/&/k,['crack']
kr/&/g,['crag']
fr/&/N/k,"['franc', 'frank']"
g/A/N,['gand']
pl/&/S/,['plash']
p/U/t/S/,['putsch']
/T/&/tS/,"['thatch', 'thach']"
bAz/E/n,['bazaine']
kr/&/s,['crass']
kr/&/p,['crap']
g/A/b,['gob']
p/&/T/,['path']
g/A/g,['gog']
b/I/N/,"['bing', 'byng']"
g/A/d,['god']
g/A/r,['gar']
katskl/O/,"[""cat's-claw""]"
g/A/t,['got']
w/U/ps,['whoops']
f/I/S/,['fish']
d/&/dburnd,['dad-burned']
/&/lps,['alps']
sk/@/lk,"['sculk', 'skulk']"
fl/AU/t,['flout']
kl/i/r,['clear']
/T/r/oU/n,"['throne', 'thrown']"
kl/i/p,['clepe']
k/&/st,['caste']
/T/r/oU/t,['throat']
f/j/u/,"['few', 'feu', 'phew']"
/T/r/oU/v,['throve']
kl/i/t,"['cleat', 'clete']"
bl/u/z,['blues']
d/&/ft,['daft']
/AU/ns,['ounce']
bl/u/m,"['blum', 'bloom']"
s/I/n/T/,['synth']
fl/AU/r,['flour']
l/eI/ks,['leix']
sl/@/rp,['slurp']
SAVWA,['savoie']
l/A/N,['laon']
f/E/st,['fest']
/dZ/I/st,['gist']
tr/I/p,['trip']
l/A/k,"['lock', 'loch', 'lac', 'lough', 'locke']"
l/A/l,['loll']
l/A/n,['lon']
h/j/u/m,"['home', 'hume']"
l/A/b,['lob']
h/j/u/n,['hewn']
kr/&/N/k,['crank']
tr/I/g,['trig']
l/A/p,['lop']
l/A/r,['lar']
tr/I/m,['trim']
h/j/u/z,['hughes']
p/oU/lt,['poult']
d/i/nAr,['dinard']
h/U/k,"['hook', 'hooke', 'huk']"
g/&/t,['gat']
h/U/d,['hood']
h/U/f,['hoof']
h/j/u/d,['hued']
mAks/i/m,"['maximes', 'maxime']"
st/i/r,"['styr', 'steer']"
st/i/p,['steep']
st/i/v,"['steve', 'steeve']"
/tS/I/mp,['chimp']
sm/j/u/,['smew']
st/i/b,['stieb']
/S/r/I/mp,['shrimp']
gAb/O/N,['gabon']
st/i/d,['steed']
st/i/k,['steek']
st/i/n,['steen']
st/i/l,"['steel', 'steal', 'steele']"
st/i/m,['steam']
/j/oU/st,['yost']
w/O/rv,['wharve']
sp/O/l,['spall']
sp/O/n,['spawn']
w/O/rd,['ward']
w/O/rf,['wharf']
w/O/rm,['warm']
w/O/rn,['warn']
st/I/N/k,['stink']
sw/I/s,['swiss']
p/I/ks,['pyx']
p/I/kt,['pict']
h/aI/ks,['hoicks']
sw/I/g,['swig']
sw/I/m,['swim']
sw/I/l,['swill']
/S/E/d,['shed']
/S/E/f,['chef']
/S/E/l,"['shell', 'samuelson']"
m/@/tS/,['much']
/tS/e/N/dZ/u/,"[""ch'eng-chu""]"
tr/I/k,['trick']
m/eI/dZ/,['mage']
/dZ/O/,['jaw']
l/A/t,"['lat', 'lot']"
p/I/nsk,['pinsk']
b/i/rz,['beers']
pr/I/g,['prig']
b/i/rs,['bierce']
tr/@/st,"['trussed', 'trust']"
p/eI/r,['pare']
vwA/j/y/z,"['voyeuse', 'voyeuses']"
/S/i/T/,['sheath']
h/@/rzbred/T/,"[""hair's-breadth""]"
fr/E/md,['fremd']
kr/E/st,['crest']
w/@/rnt,"[""weren't""]"
d/oU/rn,['doorn']
d/oU/s,['dose']
/S/At/O/N,['chaton']
l/&/T/,['lath']
b/A/ts,['bots']
sn/aI/,['sny']
t/u/m,"['tomb', 'toom']"
st/I/N/,['sting']
n/oU/,"['noh', 'know', 'no']"
g/O/rs,['gorse']
k/U/dst,['couldst']
/j/i/n,['yean']
/j/i/r,['year']
/j/i/s,"[""ye'se""]"
h/O/rst,['horst']
r/@/sk,['rusk']
pl/i/d,['plead']
w/A/sp,['wasp']
p/@/ks,['pecs']
d/I/N/k,['dink']
pl/A/N/k,"['plonk', 'planck']"
st/E/m,['stem']
d/@/t/S/,['dutch']
AdrWAt,['a_droite']
st/E/d,['stead']
st/E/t,['stet']
/@/b/ju/z,['abuse']
f/I/kst,"['fixed', 'fixt']"
v/E/st,['vest']
/tS/&/ps,['chaps']
kl/U/Z/,['cluj']
sl/&/b,['slab']
w/E/st,['west']
kAZAb/j/A/NkA,['casabianca']
nAtAl/i/,['nathalie']
sl/&/k,['slack']
sw/A/v,['suave']
w/u/S/,"['whoosh', 'woosh']"
d/eI/z,"['days', 'daze']"
d/eI/v,['dave']
d/eI/t,['date']
g/eI/dZ/,"['gage', 'gauge']"
d/eI/s,['dace']
r/oU/st,['roast']
d/eI/n,"['deign', 'dane']"
d/eI/l,['dale']
d/eI/m,['dame']
d/eI/d,['dade']
r/I/sk,['risk']
dr/oU/g,['drogue']
t/i/D/,['teethe']
bl/aI/nd,['blind']
dr/oU/n,['drone']
dr/oU/m,['drome']
h/@/rdz,['hurds']
dr/oU/v,['drove']
mA/S/E/r,['ma_chere']
/S/m/oU/,"['shmo', 'schmo']"
l/oU/,"['lo', 'lowe', 'low', 'loewe']"
/T/r/i/,['three']
s/E/k,['sec']
s/E/n,['sen']
s/E/m,['sem']
st/eI/dZ/,['stage']
/A/ks,['ox']
s/E/z,['says']
t/oU/dzmou/T/,"[""toad's-mouth""]"
s/E/s,['cess']
Ap/j/eI/,['a_pied']
s/E/v,['seve']
s/E/t,"['sett', 'set']"
b/&/st,['bast']
gl/j/E/r,['gliere']
/D/aI/,['thy']
/tS/A/rlz,['charles']
fl/&/N/k,['flank']
b/&/sk,"['bask', 'basque']"
sn/A/t,['snot']
sn/A/b,['snob']
sn/A/d,['snod']
/S/AVAn,['chavannes']
kr/I/sp,['crisp']
b/u/st,['boost']
w/oU/rn,['worn']
t/u/,"['to', 'tew', 'too', 'two']"
w/oU/rp,['warp']
/tS/I/pt,['chipped']
h/eI/z,"['hase', 'haze', 'haise', 'hays', 'hayes']"
dYnWA,['dunois']
/Z/w/E/n,['juin']
h/eI/t,"['haet', 'hate']"
h/eI/k,['hake']
h/eI/n,['haen']
h/eI/l,"['hale', 'hail']"
h/eI/m,['hame']
h/eI/g,"['hague', 'haig']"
h/eI/d,['hade']
bl/I/ts,['blitz']
mAt/j/y/,['mathieu']
st/A/dZ/,['stodge']
pr/A/g,"['prog', 'prague']"
pr/A/f,['prof']
/S/p/O/r,['spohr']
pr/A/m,"['prom', 'praam', 'prahm']"
Apw/&/N,['a_point']
pr/A/s,['pross']
t/Oi/l,['toil']
t/I/N/,"['ting', 'tinge']"
k/U/rsk,['kursk']
k/U/rsh,['qursh']
l/j/AU/,['liao']
dr/I/N/k,['drink']
w/O/rt,['wart']
/eI/dwAr,['edouard']
k/A/,"['ka', ""ca'""]"
her/@/nzbil,"[""heron's-bill""]"
f/&/dZ/,['fadge']
k/@/rnz,"['cairns', 'kearns']"
g/I/ld,"['gild', 'guild']"
AkAd/i/,['acadie']
n/i/pt,['neaped']
g/I/lt,"['gilt', 'guilt']"
t/@/k,['tuck']
t/@/m,['tum']
skr/A/g,['scrog']
skr/A/d,['scrod']
t/@/n,"['tonne', 'ton', 'tun']"
t/A/r/dZ/,['targe']
w/I/sk,['whisk']
t/@/b,['tub']
d/i/d,['deed']
t/@/g,['tug']
t/@/f,"['tough', 'tuff']"
w/I/sp,['wisp']
w/I/st,"['whist', 'wist']"
d/i/p,['deep']
d/i/r,"['dear', 'dere', 'deer']"
t/@/r,"['tear', 'ter', 'tare']"
d/i/v,['deave']
st/&/mp,['stamp']
mAlArm/eI/,['mallarme']
/j/@/N/,['young']
fl/I/n/tS/,['flinch']
/dZ/&/z,['jazz']
/dZ/&/p,['jap']
kAlv/eI/,['calve']
/S/r/I/l,['shrill']
/dZ/&/m,"['jam', 'jamb']"
tw/aI/t,['twite']
/dZ/&/k,"['jak', 'jack', 'jac']"
/dZ/&/g,['jag']
/dZ/&/b,['jab']
m/eI/z,"['maize', 'mays', 'maze']"
sw/I/S/,['swish']
m/eI/s,['mace']
m/eI/r,['mair']
m/@/n/tS/,['munch']
m/eI/k,['make']
m/eI/m,['maim']
m/eI/l,"['mail', 'male', 'mael', 'maill']"
m/eI/n,"['main', 'maine', 'mane']"
m/eI/d,"['maid', 'made']"
mWAs/A/N,['moissan']
w/E/l/S/,['welsh']
str/@/N/,['strung']
st/I/ks,['styx']
fl/I/k,['flick']
fl/I/p,['flip']
fl/I/t,['flit']
m/&/st,['mast']
s/@/kl,['suckle']
r/I/t,['writ']
r/I/ft,['rift']
vAl/E/,['valais']
kl/oU/D/,['clothe']
f/U/t,"['foot', 'foote']"
/S/I/l,['shill']
p/O/S/Ad,['pochade']
f/U/l,"['ful', 'full']"
/Oi/,"['oe', 'oy']"
p/I/mp,['pimp']
/U/mf,['oomph']
gl/@/v,['glove']
skr/u/d,['screwed']
gl/@/t,['glut']
f/I/ts,['fitz']
gl/@/r,"['glair', 'glare', 'glaire']"
dAm/A/,['damas']
dr/E/n/tS/,['drench']
s/I/ft,['sift']
m/U/N/k,['munch']
bi/S/@/pskap,"[""bishop's-cap""]"
psk/O/f,['pskov']
k/@/tS/,"['cutch', 'kutch']"
kr/AU/tS/,['crouch']
h/u/ts,['hoots']
d/U/n/j/k,['denike']
sm/eI/z,['smaze']
m/I/mz,['mims']
h/&/ns,"['hance', 'hanse']"
k/I/t,['kit']
k/I/s,['kiss']
v/A/rl,['varl']
h/&/nt,['hant']
k/I/p,['kip']
